Market Price Type,Center,Variety Name,Grade,Unit,Max Price,Average Price,Min Price
Wholesale Price,KUCHING,TIMUN HIJAU ,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUCHING,TOMATO (TANAH TINGGI),F.A.Q,KG,9.00,8.50,5.00
Wholesale Price,SIBU,UBI KENTANG HOLLAND,F.A.Q,KG,3.60,3.40,3.20
Wholesale Price,SIBU,AYAM HIDUP,F.A.Q,KG,7.00,7.00,7.00
Wholesale Price,SIBU,AYAM PROSES STANDARD,F.A.Q,KG,9.50,9.50,9.50
Wholesale Price,SIBU,AYAM PROSES SUPER,F.A.Q,KG,10.30,10.30,10.30
Wholesale Price,SIBU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,3.30,3.30,3.30
Wholesale Price,SIBU,BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.50,4.50,4.50
Wholesale Price,SIBU,BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.50,6.50,6.50
Wholesale Price,SIBU,BAWANG PUTIH (CHINA),F.A.Q,KG,7.50,7.50,7.50
Wholesale Price,SIBU,BAYAM ,F.A.Q,KG,7.10,7.10,7.10
Wholesale Price,SIBU,BELIMBING (B10),F.A.Q,KG,9.00,9.00,9.00
Wholesale Price,SIBU,BETIK SEKAKI,F.A.Q,KG,5.50,5.50,5.50
Wholesale Price,SIBU,CILI HIJAU,F.A.Q,KG,10.00,10.00,10.00
Wholesale Price,SIBU,CILI MERAH MINYAK,F.A.Q,KG,19.00,19.00,19.00
Wholesale Price,SIBU,DAUN BAWANG,F.A.Q,KG,22.00,22.00,22.00
Wholesale Price,SIBU,DAUN SUP (TANAH TINGGI),F.A.Q,KG,25.00,25.00,25.00
Wholesale Price,SIBU,KACANG BENDI,F.A.Q,KG,6.00,6.00,6.00
Wholesale Price,SIBU,KACANG BUNCIS,F.A.Q,KG,13.00,13.00,13.00
Wholesale Price,SIBU,KACANG PANJANG HIJAU,F.A.Q,KG,7.00,7.00,7.00
Wholesale Price,SIBU,KANGKUNG,F.A.Q,KG,4.80,4.80,4.80
Wholesale Price,SIBU,KELAPA PARUT,F.A.Q,KG,6.50,6.50,6.50
Wholesale Price,SIBU,KETOLA / PETOLA SEGI,F.A.Q,KG,7.10,7.10,7.10
Wholesale Price,SIBU,KUBIS BULAT (CHINA),F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,SIBU,PISANG BERANGAN,F.A.Q,KG,5.50,5.50,5.50
Wholesale Price,SIBU,PISANG MAS,F.A.Q,KG,5.90,5.90,5.90
Wholesale Price,SIBU,SAWI HIJAU,F.A.Q,KG,8.50,8.50,8.50
Wholesale Price,SIBU,TELUR AYAM,A,BIJI,.45,.45,.45
Wholesale Price,SIBU,TELUR AYAM,B,BIJI,.42,.42,.42
Wholesale Price,SIBU,TELUR AYAM,C,BIJI,.41,.41,.41
Wholesale Price,SIBU,TEMBIKAI MERAH,F.A.Q,KG,4.90,4.90,4.90
Wholesale Price,SIBU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.10,8.10,8.10
Wholesale Price,SIBU,TIMUN HIJAU ,F.A.Q,KG,3.00,3.00,3.00
Wholesale Price,SIBU,TOMATO (TANAH TINGGI),F.A.Q,KG,6.90,6.90,6.90
Wholesale Price,KUALA LUMPUR,UBI KENTANG HOLLAND,F.A.Q,KG,2.90,2.90,2.90
Wholesale Price,KUALA LUMPUR,AYAM HIDUP,F.A.Q,KG,7.90,7.90,7.90
Wholesale Price,KUALA LUMPUR,AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Wholesale Price,KUALA LUMPUR,BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,KUALA LUMPUR,BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,KUALA LUMPUR,BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,KUALA LUMPUR,BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.00,6.00,6.00
Wholesale Price,KUALA LUMPUR,BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,7.00,6.50,6.00
Wholesale Price,KUALA LUMPUR,BAWANG MERAH / KECIL (THAI),F.A.Q,KG,14.00,14.00,14.00
Wholesale Price,KUALA LUMPUR,BAWANG MERAH ROSE,F.A.Q,KG,10.00,9.50,9.00
Wholesale Price,KUALA LUMPUR,BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,9.50,9.00
Wholesale Price,KUALA LUMPUR,BAYAM ,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,BELIMBING (B10),F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,BETIK SEKAKI,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.50
Wholesale Price,KUALA LUMPUR,CILI HIJAU,F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,CILI MERAH (CHINA),F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,CILI MERAH (THAILAND),F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,15.50,15.00
Wholesale Price,KUALA LUMPUR,CILI MERAH MINYAK,F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,DAUN BAWANG,F.A.Q,KG,12.00,11.00,10.00
Wholesale Price,KUALA LUMPUR,DAUN SUP (TANAH TINGGI),F.A.Q,KG,15.00,13.50,12.00
Wholesale Price,KUALA LUMPUR,KACANG BENDI,F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,KACANG BUNCIS,F.A.Q,KG,15.00,15.00,15.00
Wholesale Price,KUALA LUMPUR,KACANG PANJANG HIJAU,F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,KUALA LUMPUR,KANGKUNG,F.A.Q,KG,5.00,4.75,4.50
Wholesale Price,KUALA LUMPUR,KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Wholesale Price,KUALA LUMPUR,KELAPA PARUT,F.A.Q,KG,9.00,9.00,9.00
Wholesale Price,KUALA LUMPUR,KETOLA / PETOLA SEGI,F.A.Q,KG,10.00,10.00,10.00
Wholesale Price,KUALA LUMPUR,KUBIS BULAT (CHINA),F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,KUALA LUMPUR,KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,PISANG MAS,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,KUALA LUMPUR,SANTAN BIASA,F.A.Q,KG,7.00,7.00,7.00
Wholesale Price,KUALA LUMPUR,SANTAN PEKAT,F.A.Q,KG,14.00,14.00,14.00
Wholesale Price,KUALA LUMPUR,SAWI HIJAU,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,KUALA LUMPUR,TELUR AYAM,A,BIJI,.43,.43,.43
Wholesale Price,KUALA LUMPUR,TELUR AYAM,B,BIJI,.41,.41,.41
Wholesale Price,KUALA LUMPUR,TELUR AYAM,C,BIJI,.39,.39,.39
Wholesale Price,KUALA LUMPUR,TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,KUALA LUMPUR,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,10.00,9.00,8.00
Wholesale Price,KUALA LUMPUR,TIMUN HIJAU ,F.A.Q,KG,7.50,7.00,6.50
Wholesale Price,KUALA LUMPUR,TOMATO (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Wholesale Price,LABUAN,UBI KENTANG HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Wholesale Price,LABUAN,AYAM PROSES STANDARD,F.A.Q,KG,10.80,10.80,10.80
Wholesale Price,LABUAN,AYAM PROSES SUPER,F.A.Q,KG,11.80,11.80,11.80
Wholesale Price,LABUAN,BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,LABUAN,BAWANG BESAR MERAH (INDIA),F.A.Q,KG,6.00,6.00,6.00
Wholesale Price,LABUAN,BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,LABUAN,BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,10.00,10.00
Wholesale Price,LABUAN,BAYAM ,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,LABUAN,BELIMBING (B10),F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,LABUAN,BETIK SEKAKI,F.A.Q,KG,3.50,3.00,2.50
Wholesale Price,LABUAN,BUNGA KANTAN,F.A.Q,TANGKAI,2.00,2.00,2.00
Wholesale Price,LABUAN,CILI MERAH MINYAK,F.A.Q,KG,21.00,20.50,20.00
Wholesale Price,LABUAN,DAUN BAWANG,F.A.Q,KG,18.00,18.00,18.00
Wholesale Price,LABUAN,DAUN SUP (TANAH TINGGI),F.A.Q,KG,17.00,16.00,15.00
Wholesale Price,LABUAN,KACANG BENDI,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,KACANG BUNCIS,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,KACANG PANJANG HIJAU,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,KANGKUNG,F.A.Q,KG,5.00,5.00,5.00
Wholesale Price,LABUAN,KELAPA DIKUPAS,SEDANG,BIJI,2.00,2.00,2.00
Wholesale Price,LABUAN,KELAPA PARUT,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,KETOLA / PETOLA SEGI,F.A.Q,KG,6.00,6.00,6.00
Wholesale Price,LABUAN,KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,6.00,5.50,5.00
Wholesale Price,LABUAN,PISANG BERANGAN,F.A.Q,KG,5.00,4.50,4.00
Wholesale Price,LABUAN,PISANG MAS,F.A.Q,KG,4.00,3.50,3.00
Wholesale Price,LABUAN,SANTAN PEKAT,F.A.Q,KG,12.00,12.00,12.00
Wholesale Price,LABUAN,SAWI HIJAU,F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,TELUR AYAM,A,BIJI,.49,.49,.49
Wholesale Price,LABUAN,TELUR AYAM,B,BIJI,.48,.48,.48
Wholesale Price,LABUAN,TELUR AYAM,C,BIJI,.47,.47,.47
Wholesale Price,LABUAN,TEMBIKAI MERAH,F.A.Q,KG,3.00,2.75,2.50
Wholesale Price,LABUAN,TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,3.75,3.50
Wholesale Price,LABUAN,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,8.00,8.00
Wholesale Price,LABUAN,TIMUN HIJAU ,F.A.Q,KG,4.50,4.25,4.00
Wholesale Price,LABUAN,TOMATO (TANAH TINGGI),F.A.Q,KG,10.00,10.00,10.00
Retail Price,JOHOR BAHRU,AYAM HIDUP,F.A.Q,100 KG,655.00,655.00,655.00
Retail Price,JOHOR BAHRU,AYAM PROSES STANDARD,F.A.Q,100 KG,780.00,780.00,780.00
Retail Price,JOHOR BAHRU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,JOHOR BAHRU,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,JOHOR BAHRU,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,JOHOR BAHRU,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,JOHOR BAHRU,BAWANG MERAH ROSE,F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,JOHOR BAHRU,BAWANG PUTIH (CHINA),F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,JOHOR BAHRU,BAYAM ,F.A.Q,100 KG,550.00,525.00,500.00
Retail Price,JOHOR BAHRU,BELIMBING (B10),F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,JOHOR BAHRU,BETIK SEKAKI,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,JOHOR BAHRU,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Retail Price,JOHOR BAHRU,CILI HIJAU,F.A.Q,100 KG,1100.00,1050.00,1000.00
Retail Price,JOHOR BAHRU,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1200.00,1150.00,1100.00
Retail Price,JOHOR BAHRU,DAUN BAWANG,F.A.Q,100 KG,650.00,625.00,600.00
Retail Price,JOHOR BAHRU,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,750.00,725.00,700.00
Retail Price,JOHOR BAHRU,KACANG BENDI,F.A.Q,100 KG,700.00,675.00,650.00
Retail Price,JOHOR BAHRU,KACANG BUNCIS,F.A.Q,100 KG,1000.00,950.00,900.00
Retail Price,JOHOR BAHRU,KACANG PANJANG HIJAU,F.A.Q,100 KG,700.00,675.00,650.00
Retail Price,JOHOR BAHRU,KANGKUNG,F.A.Q,100 KG,550.00,525.00,500.00
Retail Price,JOHOR BAHRU,KELAPA DIKUPAS,SEDANG,100 BIJI,190.00,190.00,190.00
Retail Price,JOHOR BAHRU,KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,JOHOR BAHRU,KUBIS BULAT (CHINA),F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,JOHOR BAHRU,KUBIS BULAT (INDONESIA),F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,JOHOR BAHRU,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,JOHOR BAHRU,PISANG BERANGAN,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,JOHOR BAHRU,PISANG MAS,F.A.Q,100 KG,300.00,290.00,280.00
Retail Price,JOHOR BAHRU,SAWI HIJAU,F.A.Q,100 KG,600.00,575.00,550.00
Retail Price,JOHOR BAHRU,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,JOHOR BAHRU,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,JOHOR BAHRU,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,JOHOR BAHRU,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,JOHOR BAHRU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,JOHOR BAHRU,TIMUN HIJAU ,F.A.Q,100 KG,400.00,375.00,350.00
Retail Price,JOHOR BAHRU,TOMATO (TANAH TINGGI),F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,KOTA SETAR,UBI KENTANG HOLLAND,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,KOTA SETAR,AYAM HIDUP,F.A.Q,100 KG,670.00,650.00,650.00
Retail Price,KOTA SETAR,AYAM PROSES STANDARD,F.A.Q,100 KG,800.00,750.00,750.00
Retail Price,KOTA SETAR,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,260.00,250.00,250.00
Retail Price,KOTA SETAR,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,200.00,180.00,180.00
Retail Price,KOTA SETAR,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,280.00,260.00,260.00
Retail Price,KOTA SETAR,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,850.00,800.00,800.00
Retail Price,KOTA SETAR,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,KOTA SETAR,BAYAM ,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA SETAR,BELIMBING (B10),F.A.Q,100 KG,400.00,300.00,300.00
Retail Price,KOTA SETAR,BETIK SEKAKI,F.A.Q,100 KG,280.00,250.00,250.00
Retail Price,KOTA SETAR,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,.80
Retail Price,KOTA SETAR,CILI HIJAU (IMPORT),F.A.Q,100 KG,950.00,900.00,900.00
Retail Price,KOTA SETAR,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1500.00,1400.00,1400.00
Retail Price,KOTA SETAR,DAUN BAWANG,F.A.Q,100 KG,900.00,800.00,800.00
Retail Price,KOTA SETAR,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1300.00,1200.00,1200.00
Retail Price,KOTA SETAR,KACANG BENDI,F.A.Q,100 KG,600.00,550.00,550.00
Retail Price,KOTA SETAR,KACANG BUNCIS,F.A.Q,100 KG,1100.00,1000.00,1000.00
Retail Price,KOTA SETAR,KACANG PANJANG HIJAU,F.A.Q,100 KG,600.00,500.00,500.00
Retail Price,KOTA SETAR,KANGKUNG,F.A.Q,100 KG,400.00,350.00,350.00
Retail Price,KOTA SETAR,KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,150.00,150.00
Retail Price,KOTA SETAR,KETOLA / PETOLA SEGI,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA SETAR,KUBIS BULAT (CHINA),F.A.Q,100 KG,230.00,220.00,220.00
Retail Price,KOTA SETAR,KUBIS BULAT (INDONESIA),F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA SETAR,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KOTA SETAR,PISANG BERANGAN,F.A.Q,100 KG,300.00,250.00,250.00
Retail Price,KOTA SETAR,PISANG MAS,F.A.Q,100 KG,300.00,250.00,250.00
Retail Price,KOTA SETAR,SAWI HIJAU,F.A.Q,100 KG,450.00,400.00,400.00
Retail Price,KOTA SETAR,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,KOTA SETAR,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,KOTA SETAR,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,KOTA SETAR,TEMBIKAI MERAH,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA SETAR,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA SETAR,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,650.00,600.00,600.00
Retail Price,KOTA SETAR,TIMUN HIJAU ,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA SETAR,TOMATO (TANAH TINGGI),F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA BHARU,UBI KENTANG HOLLAND,F.A.Q,100 KG,160.00,150.00,150.00
Retail Price,KOTA BHARU,AYAM PROSES STANDARD,F.A.Q,100 KG,1100.00,1000.00,1000.00
Retail Price,KOTA BHARU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA BHARU,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,250.00,230.00,230.00
Retail Price,KOTA BHARU,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,200.00,180.00,180.00
Retail Price,KOTA BHARU,BAWANG PUTIH (CHINA),F.A.Q,100 KG,450.00,400.00,400.00
Retail Price,KOTA BHARU,BAYAM ,F.A.Q,100 KG,450.00,400.00,400.00
Retail Price,KOTA BHARU,BETIK SEKAKI,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA BHARU,BUNGA KANTAN,F.A.Q,TANGKAI,2.00,2.00,2.00
Retail Price,KOTA BHARU,CILI MERAH (THAILAND),F.A.Q,100 KG,1000.00,1000.00,1000.00
Retail Price,KOTA BHARU,CILI MERAH (VIETNAM),F.A.Q,100 KG,1000.00,1000.00,1000.00
Retail Price,KOTA BHARU,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1250.00,1200.00,1200.00
Retail Price,KOTA BHARU,CILI MERAH MINYAK,F.A.Q,100 KG,1200.00,1100.00,1100.00
Retail Price,KOTA BHARU,DAUN BAWANG,F.A.Q,100 KG,750.00,700.00,700.00
Retail Price,KOTA BHARU,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,750.00,700.00,700.00
Retail Price,KOTA BHARU,KACANG BENDI,F.A.Q,100 KG,300.00,250.00,250.00
Retail Price,KOTA BHARU,KACANG BUNCIS,F.A.Q,100 KG,1300.00,1200.00,1200.00
Retail Price,KOTA BHARU,KACANG PANJANG HIJAU,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,KOTA BHARU,KANGKUNG,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,KOTA BHARU,KELAPA DIKUPAS,SEDANG,100 BIJI,180.00,170.00,170.00
Retail Price,KOTA BHARU,KETOLA / PETOLA SEGI,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA BHARU,KUBIS BULAT (CHINA),F.A.Q,100 KG,350.00,340.00,340.00
Retail Price,KOTA BHARU,KUBIS BULAT (INDONESIA),F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KOTA BHARU,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,450.00,400.00,400.00
Retail Price,KOTA BHARU,PISANG BERANGAN,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KOTA BHARU,PISANG MAS,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KOTA BHARU,SAWI HIJAU,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,KOTA BHARU,TELUR AYAM,A,100 BIJI,44.00,44.00,44.00
Retail Price,KOTA BHARU,TELUR AYAM,B,100 BIJI,42.00,42.00,42.00
Retail Price,KOTA BHARU,TELUR AYAM,C,100 BIJI,41.00,41.00,41.00
Retail Price,KOTA BHARU,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,200.00,180.00,180.00
Retail Price,KOTA BHARU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,KOTA BHARU,TIMUN HIJAU ,F.A.Q,100 KG,350.00,320.00,320.00
Retail Price,KOTA BHARU,TOMATO (TANAH TINGGI),F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,MELAKA TENGAH,UBI KENTANG HOLLAND,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,MELAKA TENGAH,AYAM PROSES STANDARD,F.A.Q,100 KG,760.00,760.00,760.00
Retail Price,MELAKA TENGAH,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,350.00,350.00,300.00
Retail Price,MELAKA TENGAH,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,MELAKA TENGAH,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,MELAKA TENGAH,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,1000.00,975.00,950.00
Retail Price,MELAKA TENGAH,BAWANG MERAH ROSE,F.A.Q,100 KG,650.00,600.00,550.00
Retail Price,MELAKA TENGAH,BAWANG PUTIH (CHINA),F.A.Q,100 KG,750.00,725.00,700.00
Retail Price,MELAKA TENGAH,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1100.00,1100.00,1000.00
Retail Price,MELAKA TENGAH,CILI MERAH MINYAK,F.A.Q,100 KG,1100.00,1100.00,1000.00
Retail Price,MELAKA TENGAH,DAUN BAWANG,F.A.Q,100 KG,550.00,500.00,500.00
Retail Price,MELAKA TENGAH,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1000.00,1000.00,900.00
Retail Price,MELAKA TENGAH,KACANG BENDI,F.A.Q,100 KG,380.00,350.00,350.00
Retail Price,MELAKA TENGAH,KACANG BUNCIS,F.A.Q,100 KG,980.00,980.00,900.00
Retail Price,MELAKA TENGAH,KACANG PANJANG HIJAU,F.A.Q,100 KG,450.00,450.00,400.00
Retail Price,MELAKA TENGAH,KANGKUNG,F.A.Q,100 KG,230.00,230.00,200.00
Retail Price,MELAKA TENGAH,KELAPA DIKUPAS,SEDANG,100 BIJI,160.00,160.00,160.00
Retail Price,MELAKA TENGAH,KETOLA / PETOLA SEGI,F.A.Q,100 KG,300.00,300.00,280.00
Retail Price,MELAKA TENGAH,KUBIS BULAT (CHINA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,MELAKA TENGAH,KUBIS BULAT (INDONESIA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,MELAKA TENGAH,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,300.00,250.00,250.00
Retail Price,MELAKA TENGAH,PISANG BERANGAN,F.A.Q,100 KG,280.00,265.00,250.00
Retail Price,MELAKA TENGAH,PISANG MAS,F.A.Q,100 KG,270.00,260.00,250.00
Retail Price,MELAKA TENGAH,SAWI HIJAU,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,MELAKA TENGAH,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,MELAKA TENGAH,TELUR AYAM,B,100 BIJI,41.00,41.00,41.00
Retail Price,MELAKA TENGAH,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,MELAKA TENGAH,TEMBIKAI MERAH,F.A.Q,100 KG,290.00,285.00,280.00
Retail Price,MELAKA TENGAH,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,290.00,285.00,280.00
Retail Price,MELAKA TENGAH,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,650.00,600.00,600.00
Retail Price,MELAKA TENGAH,TIMUN HIJAU ,F.A.Q,100 KG,320.00,320.00,300.00
Retail Price,MELAKA TENGAH,TOMATO (TANAH TINGGI),F.A.Q,100 KG,350.00,350.00,320.00
Retail Price,SEREMBAN,UBI KENTANG HOLLAND,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,SEREMBAN,AYAM HIDUP,F.A.Q,100 KG,600.00,590.00,580.00
Retail Price,SEREMBAN,AYAM PROSES STANDARD,F.A.Q,100 KG,760.00,760.00,760.00
Retail Price,SEREMBAN,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,400.00,375.00,350.00
Retail Price,SEREMBAN,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,SEREMBAN,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,SEREMBAN,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,1100.00,1050.00,1000.00
Retail Price,SEREMBAN,BAWANG MERAH ROSE,F.A.Q,100 KG,600.00,550.00,500.00
Retail Price,SEREMBAN,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,SEREMBAN,BAYAM ,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,SEREMBAN,BELIMBING (B10),F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,SEREMBAN,BETIK SEKAKI,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,SEREMBAN,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,.90,.80
Retail Price,SEREMBAN,CILI HIJAU,F.A.Q,100 KG,1000.00,950.00,900.00
Retail Price,SEREMBAN,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1500.00,1450.00,1400.00
Retail Price,SEREMBAN,CILI MERAH MINYAK,F.A.Q,100 KG,1200.00,1150.00,1100.00
